,country,isonum,isocode,year,rank_safe,safe,shelter,shelter_year,food,food_year,walking,walking_year,stolen,stolen_year,warcasual,warcasual_year,pts,pts_year,tdeathslnl5,tdeathslnl5_year,refugee_oriln,refugee_oriln_year,bdeathslnl,bdeathslnl_year,rdeathslnl,rdeathslnl_year,homilnl,homilnl_year
323,China,156,CHN,2009,66,67.92430877685547,***,2009,***,2009,***,2009,***,2009,1.0,2009,4.0,2009,2.030600070953369,2009,4.909926414489746,2009,-3.5050017833709717,2009,2.583930492401123,--,0.0819866955280304,2009
324,Ivory Coast,384,CIV,2009,107,60.45317077636719,***,2009,***,2009,***,2009,***,2009,0.0,2009,3.5,2009,0.925972580909729,2009,7.0700273513793945,2009,-4.2985358238220215,2009,2.5884182453155518,--,2.520653486251831,2012
325,Cameroon,120,CMR,2009,110,60.070003509521484,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.5,2009,0.4906315803527832,2009,6.600631237030029,2009,-4.2985358238220215,2009,2.9583027362823486,--,1.6347832679748535,2009
326,Democratic Republic of Congo,180,COD,2009,149,39.413246154785156,***,2009,***,2009,***,2009,***,2009,5.0,2009,5.0,2009,4.596512794494629,2009,8.87346363067627,2009,3.3947269916534424,2009,2.8790884017944336,--,2.6009039878845215,2012
327,Congo,178,COG,2009,116,58.575862884521484,***,2008,***,2008,***,2008,***,2008,0.0,2009,2.5,2009,-0.6931471824645996,2009,8.55640983581543,2009,-4.2985358238220215,2009,2.7018866539001465,--,2.355339765548706,2012
328,Colombia,170,COL,2009,146,41.9152717590332,***,2009,***,2009,***,2009,***,2009,4.0,2009,4.5,2009,4.52410888671875,2009,9.057397842407227,2009,2.1163747310638428,2009,2.7146947383880615,2009,3.51869797706604,2009
329,Comoros,174,COM,2009,98,62.52782440185547,***,2009,***,2009,***,2009,***,2009,0.0833461731672287,--,1.0,2009,-0.6931471824645996,2009,5.973939895629883,2009,-4.2985358238220215,2009,2.713466167449951,--,2.08107852935791,2012
330,Costa Rica,188,CRI,2009,65,68.2771987915039,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.0,2009,-0.6931471824645996,2009,4.339176177978516,2009,-4.2985358238220215,2009,2.5416018962860107,2009,2.4344472885131836,2009
331,Cyprus,196,CYP,2009,25,78.27508544921875,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.5,2009,-0.6931471824645996,2009,2.311271905899048,2009,-4.2985358238220215,2009,2.3418056964874268,2009,0.5551689863204956,2009
332,Czech Republic,203,CZE,2009,23,78.6864013671875,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.0,2009,-0.6931471824645996,2009,4.626584529876709,2009,-4.2985358238220215,2009,2.163322925567627,2009,-0.10937273502349854,2009
333,Germany,276,DEU,2009,8,82.99858856201172,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.0,2009,0.0,2009,0.7302712798118591,2009,-4.2985358238220215,2009,1.6094379425048828,2009,-0.16401013731956482,2009
334,Djibouti,262,DJI,2009,51,71.73667907714844,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.5,2009,-0.6931471824645996,2009,6.631272792816162,2009,-4.2985358238220215,2009,2.2559146881103516,--,1.9488693475723267,2012
335,Denmark,208,DNK,2009,10,82.66315460205078,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.5,2009,-0.6931471824645996,2009,0.5936467051506042,2009,-4.2985358238220215,2009,1.7047480344772339,2009,-0.16161702573299408,2009
336,Dominican Republic,214,DOM,2009,119,58.302528381347656,***,2009,***,2009,***,2009,***,2009,0.0,2009,4.0,2009,-0.6931471824645996,2009,3.158994436264038,2009,-4.2985358238220215,2009,3.1546576023101807,--,3.1792235374450684,2009
337,Algeria,12,DZA,2009,80,65.43962097167969,***,2010,***,2010,***,2010,***,2010,0.0,2009,2.5,2009,5.42329740524292,2009,5.443295955657959,2009,2.6577961444854736,2009,2.653715133666992,--,-0.2726775109767914,2009
338,Ecuador,218,ECU,2009,112,59.93648910522461,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.5,2009,-0.6931471824645996,2009,4.247140884399414,2009,-4.2985358238220215,2009,3.1441521644592285,2009,2.878572463989258,2009
339,Egypt,818,EGY,2009,58,70.43937683105469,***,2009,***,2009,***,2009,***,2009,0.0,2009,3.5,2009,1.2159866094589233,2009,4.464694023132324,2009,-4.2985358238220215,2009,2.2407097816467285,2009,0.17217552661895752,2009
340,Spain,724,ESP,2009,32,77.21741485595703,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.0,2009,0.30081549286842346,2009,-0.31014004349708557,2009,-4.2985358238220215,2009,1.7047480344772339,2009,-0.13690868020057678,2009
341,Estonia,233,EST,2009,47,72.05538177490234,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.0,2009,-0.6931471824645996,2009,5.224860668182373,2009,-4.2985358238220215,2009,2.0668628215789795,2009,1.6812677383422852,2009
342,Ethiopia,231,ETH,2009,127,55.948204040527344,***,2012,***,2012,***,2012,***,2012,1.0,2009,3.5,2009,3.1722075939178467,2009,6.6029276847839355,2009,1.797967791557312,2009,2.616250991821289,--,2.085977077484131,2012
343,Finland,246,FIN,2009,17,80.99320220947266,***,2008,***,2008,***,2008,***,2008,0.0,2009,1.0,2009,-0.1150728240609169,2009,0.11674526333808899,2009,-4.2985358238220215,2009,1.7578579187393188,2009,0.808945894241333,2009
344,France,250,FRA,2009,20,79.92452239990234,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.5,2009,-0.19616584479808807,2009,0.29603806138038635,2009,-4.2985358238220215,2009,1.9169225692749023,2009,0.2641385793685913,2009
345,Gabon,266,GAB,2009,126,55.95787048339844,***,2011,***,2011,***,2011,***,2011,0.01958085410296917,--,3.0,2009,-0.6931471824645996,2009,4.559408187866211,2009,-4.2985358238220215,2009,2.6570818424224854,--,2.241772174835205,2012
346,United Kingdom,826,GBR,2009,27,77.96054077148438,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.0,2009,1.0283327102661133,2009,0.9182755351066589,2009,-4.2985358238220215,2009,1.3862943649291992,2009,0.14600102603435516,2009
347,Georgia,268,GEO,2009,97,62.66016387939453,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.5,2009,1.4340238571166992,2009,8.236358642578125,2009,-4.2985358238220215,2009,1.945910096168518,2009,1.5626695156097412,2009
348,Ghana,288,GHA,2009,71,67.03407287597656,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.5,2009,-0.6931471824645996,2009,6.4426164627075195,2009,-4.2985358238220215,2009,2.7201967239379883,--,0.5890811681747437,2009
349,Guinea,324,GIN,2009,134,53.205989837646484,***,2011,***,2011,***,2011,***,2011,0.0,2009,5.0,2009,-0.6931471824645996,2009,6.926634788513184,2009,-4.2985358238220215,2009,2.7786920070648193,--,2.2002806663513184,2012
350,Greece,300,GRC,2009,28,77.84921264648438,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.5,2009,-0.5545177459716797,2009,1.719557285308838,2009,-4.2985358238220215,2009,2.610069751739502,2009,0.314517080783844,2009
351,Guatemala,320,GTM,2009,111,59.98958206176758,***,2009,***,2009,***,2009,***,2009,0.0,2009,3.0,2009,-0.2326301634311676,2009,5.99160099029541,2009,-4.2985358238220215,2009,0.9932518005371094,2009,3.8383941650390625,2009
352,Guyana,328,GUY,2009,94,62.850223541259766,***,2007,***,2007,***,2007,***,2007,0.008668450638651848,--,3.0,2009,0.5695624351501465,2009,6.8756103515625,2009,-4.2985358238220215,2009,2.9069011211395264,2009,2.7066986560821533,2009
353,Hong Kong,344,HKG,2009,5,83.77401733398438,***,2009,***,2009,***,2009,***,2009,0.03646807745099068,--,2.0,--,-0.6931471824645996,2009,0.5428897738456726,2009,-4.2985358238220215,2009,0.6418538689613342,2009,-0.39933714270591736,2009
354,Honduras,340,HND,2009,128,55.88608932495117,***,2009,***,2009,***,2009,***,2009,0.0,2009,4.0,2009,-0.41588830947875977,2009,5.062140941619873,2009,-4.2985358238220215,2009,2.7011544704437256,--,4.2582221031188965,2009
355,Croatia,191,HRV,2009,33,75.98314666748047,***,2009,***,2009,***,2011,***,2009,0.0,2009,1.0,2009,-0.6931471824645996,2009,9.756567001342773,2009,-4.2985358238220215,2009,2.5176963806152344,2009,0.11907545477151871,2009
356,Hungary,348,HUN,2009,38,75.38428497314453,***,2008,***,2008,***,2008,***,2008,0.0,2009,1.5,2009,-0.41588830947875977,2009,5.032740116119385,2009,-4.2985358238220215,2009,2.2407097816467285,2009,0.3821576237678528,2009
357,Indonesia,360,IDN,2009,40,74.16864013671875,***,2009,***,2009,***,2009,***,2009,0.0,2009,3.5,2009,1.4606339931488037,2009,4.335667610168457,2009,-4.2985358238220215,2009,2.1847264766693115,--,-0.59415203332901,2009
358,India,356,IND,2009,137,52.0787239074707,***,2009,***,2009,***,2009,***,2009,7.0,2009,4.0,2009,6.495255470275879,2009,2.7770614624023438,2009,-0.08521637320518494,2009,2.4548685550689697,--,1.2500505447387695,2009
359,Ireland,372,IRL,2009,15,81.34480285644531,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.0,2009,-0.5545177459716797,2009,0.4340023696422577,2009,-4.2985358238220215,2009,1.7749522924423218,2009,0.23879621922969818,2009
360,Iran,364,IRN,2009,131,55.60088348388672,***,2008,***,2008,***,2008,***,2008,0.0,2009,4.0,2009,3.4894022941589355,2009,6.899585723876953,2009,0.5948206186294556,2009,2.7923338413238525,--,1.562819242477417,2012
361,Iraq,368,IRQ,2009,139,49.561397552490234,***,2009,***,2009,***,2009,***,2009,0.0,2009,4.5,2009,8.228361129760742,2009,10.994830131530762,2009,3.6055710315704346,2009,2.4037020206451416,--,2.097895622253418,2009
362,Iceland,352,ISL,2009,4,84.21575927734375,***,2008,***,2008,***,2008,***,2008,7.140824820339731e-09,--,1.0,2009,-0.6931471824645996,2009,2.530430316925049,2009,-4.2985358238220215,2009,1.2596100568771362,--,-1.1435984373092651,2009
363,Israel,376,ISR,2009,76,66.24537658691406,***,2009,***,2009,***,2009,***,2009,2.0,2009,2.0,2009,2.7945797443389893,2009,5.164801120758057,2009,4.512048244476318,2009,1.6094379425048828,2009,0.5651657581329346,2009
364,Italy,380,ITA,2009,26,77.96965789794922,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.5,2009,-0.5545177459716797,2009,-0.272489994764328,2009,-4.2985358238220215,2009,1.9878743886947632,2009,-0.020472293719649315,2009
365,Jamaica,388,JAM,2009,120,58.22578048706055,***,2011,***,2011,***,2011,***,2011,0.0,2009,3.5,2009,-0.6931471824645996,2009,5.8260111808776855,2009,-4.2985358238220215,2009,2.397895336151123,2009,4.12097692489624,2009
366,Jordan,400,JOR,2009,37,75.38700103759766,***,2009,***,2009,***,2009,***,2009,0.0,2009,3.0,2009,0.4095385670661926,2009,5.885916233062744,2009,-4.2985358238220215,2009,2.916118860244751,--,0.5008580088615417,2009
367,Japan,392,JPN,2009,2,85.45022583007812,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.0,2009,-0.6931471824645996,2009,0.15823790431022644,2009,-4.2985358238220215,2009,1.3609765768051147,2009,-0.9230101704597473,2009
368,Kazakhstan,398,KAZ,2009,79,65.7008285522461,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.5,2009,-0.41588830947875977,2009,5.4495439529418945,2009,-4.2985358238220215,2009,2.995732307434082,2009,2.420283555984497,2009
369,Kenya,404,KEN,2009,138,49.79942321777344,***,2009,***,2009,***,2009,***,2009,4.0,2009,3.5,2009,2.8019087314605713,2009,5.501139163970947,2009,-4.2985358238220215,2009,2.8023695945739746,--,1.7172878980636597,2009
370,Kyrgyzstan,417,KGZ,2009,81,65.3825912475586,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.5,2009,-0.5545177459716797,2009,6.184569835662842,2009,-4.2985358238220215,2009,2.94968843460083,2009,2.0741631984710693,2009
371,Cambodia,116,KHM,2009,91,63.36852264404297,***,2009,***,2009,***,2009,***,2009,0.0,2009,3.0,2009,-0.5545177459716797,2009,7.093123912811279,2009,-4.2985358238220215,2009,2.5485639572143555,--,0.914576530456543,2009
372,South Korea,410,KOR,2009,39,75.0355453491211,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.5,2009,-0.6931471824645996,2009,2.455357313156128,2009,-4.2985358238220215,2009,2.525728702545166,2009,-0.12947799265384674,2011
373,Kuwait,414,KWT,2009,31,77.39021301269531,***,2009,***,2009,***,--,***,2009,0.0,2009,2.0,2009,-0.41588830947875977,2009,5.785528182983398,2009,-4.2985358238220215,2009,2.8033604621887207,2009,0.5418804287910461,2009
374,Laos,418,LAO,2009,61,69.1865234375,***,2008,***,2008,***,2008,***,2008,0.0,2009,2.0,2009,-0.6931471824645996,2009,7.218784332275391,2009,-4.2985358238220215,2009,2.3787338733673096,--,1.9788343906402588,2012
375,Lebanon,422,LBN,2009,74,66.71766662597656,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.5,2009,3.410773754119873,2009,8.265735626220703,2009,-4.2985358238220215,2009,2.5934696197509766,--,1.1187543869018555,2009
376,Liberia,430,LBR,2009,136,52.27897262573242,***,2008,***,2008,***,2008,***,2008,0.0,2009,2.5,2009,-0.05753641203045845,2009,9.838193893432617,2009,-4.2985358238220215,2009,2.8950724601745605,--,1.3335213661193848,2009
377,Libya,434,LBY,2009,92,63.22895812988281,***,2012,***,2012,***,--,***,--,1.146601676940918,--,3.0,2009,-0.6931471824645996,2009,5.871172904968262,2009,-4.2985358238220215,2009,3.8384647369384766,--,0.9260903596878052,2012
378,Sri Lanka,144,LKA,2009,143,43.963951110839844,***,2009,***,2009,***,2009,***,2009,5.0,2009,5.0,2009,5.786218166351318,2009,8.871466636657715,2009,6.208723068237305,2009,2.5416018962860107,2006,1.674199104309082,2009
379,Lesotho,426,LSO,2009,109,60.09383773803711,***,2011,***,2011,***,2011,***,2011,0.0561593696475029,--,2.0,2009,-0.6931471824645996,2009,1.6142429113388062,2009,-4.2985358238220215,2009,2.7486698627471924,--,3.5927534103393555,2009
380,Lithuania,440,LTU,2009,72,66.99830627441406,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.5,2009,-0.6931471824645996,2009,5.0651116371154785,2009,-4.2985358238220215,2009,2.5649492740631104,2009,2.0948057174682617,2009
381,Luxembourg,442,LUX,2009,6,83.31501770019531,***,2008,***,2008,***,2008,***,2008,0.0,2009,1.0,2009,-0.6931471824645996,2009,1.427130937576294,2007,-4.2985358238220215,2009,2.116316318511963,--,0.003775116754695773,2009
382,Latvia,428,LVA,2009,63,68.42041778564453,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.0,2009,-0.6931471824645996,2009,5.911712646484375,2009,-4.2985358238220215,2009,2.4159138202667236,2009,1.6317511796951294,2009
383,Morocco,504,MAR,2009,49,72.03585815429688,***,2010,***,2010,***,2010,***,2010,0.0,2009,3.0,2009,-0.13862943649291992,2009,4.277770519256592,2009,-4.2985358238220215,2009,2.434652805328369,--,0.3229714334011078,2009
384,Moldova,498,MDA,2009,103,61.571388244628906,***,2009,***,2009,***,2009,***,2009,0.0,2009,3.0,2009,-0.41588830947875977,2009,7.415602684020996,2009,-4.2985358238220215,2009,2.5336968898773193,2009,1.9206804037094116,2009
385,Madagascar,450,MDG,2009,73,66.75846099853516,***,2008,***,2008,***,2008,***,2008,1.1651697158813477,--,4.0,2009,-0.41588830947875977,2009,2.5929126739501953,2009,-4.2985358238220215,2009,2.732539653778076,--,-0.37404006719589233,2009
386,Mexico,484,MEX,2009,135,52.80657958984375,***,2009,***,2009,***,2009,***,2009,4.0,2009,4.0,2009,1.9191205501556396,2009,4.008910179138184,2009,-4.2985358238220215,2009,2.7788193225860596,2009,2.833775758743286,2009
387,Macedonia,807,MKD,2009,54,71.4099349975586,***,2009,***,2009,***,2011,***,2009,0.0,2009,2.0,2009,-0.41588830947875977,2009,8.255722045898438,2009,-4.2985358238220215,2009,1.8718022108078003,2009,0.5105599164962769,2009
388,Mali,466,MLI,2009,88,64.12628936767578,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.5,2009,1.8035937547683716,2009,5.293913841247559,2009,2.148804187774658,2009,2.621157646179199,--,2.416508197784424,2012
389,Malta,470,MLT,2009,14,81.66726684570312,***,2008,***,2008,***,2008,***,2008,0.0010700584389269352,--,1.0,2009,-0.6931471824645996,2009,3.0827994346618652,2009,-4.2985358238220215,2009,0.8833920359611511,--,-0.05560498684644699,2009
390,Montenegro,499,MNE,2009,46,72.3472671508789,***,2009,***,2009,***,2011,***,2009,0.0,2009,2.0,2009,-0.6931471824645996,2009,8.33711051940918,2009,-4.2985358238220215,2009,2.3887627124786377,2009,1.220928430557251,2009
391,Mongolia,496,MNG,2009,95,62.82475662231445,***,2008,***,2008,***,2008,***,2008,0.0,2009,2.5,2009,-0.6931471824645996,2009,6.327963352203369,2009,-4.2985358238220215,2009,2.484682559967041,--,2.1035759449005127,2009
392,Mozambique,508,MOZ,2009,86,64.32695770263672,***,2008,***,2008,***,2008,***,2008,0.0,2009,3.0,2009,-0.19616584479808807,2009,1.7493841648101807,2009,-4.2985358238220215,2009,3.0449841022491455,--,1.259302020072937,2009
393,Mauritania,478,MRT,2009,104,61.42337417602539,***,2009,***,2009,***,2009,***,2009,0.0,2009,3.0,2009,0.9854507446289062,2009,9.321663856506348,2009,-4.2985358238220215,2009,2.719576120376587,--,2.430340051651001,2012
394,Mauritius,480,MUS,2009,42,73.72686767578125,***,2011,***,2011,***,2011,***,2011,0.02126583643257618,--,2.0,2009,-0.6931471824645996,2009,2.914409637451172,2009,-4.2985358238220215,2009,2.3887627124786377,2009,1.1305584907531738,2009
395,Malawi,454,MWI,2009,78,65.86264038085938,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.0,2009,-0.6931471824645996,2009,2.205245018005371,2009,-4.2985358238220215,2009,2.9753096103668213,--,0.7865422368049622,2009
396,Malaysia,458,MYS,2009,43,73.67057037353516,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.0,2009,-0.6931471824645996,2009,2.9566195011138916,2009,-4.2985358238220215,2009,2.7308263778686523,--,0.7024478912353516,2009
397,Namibia,516,NAM,2009,96,62.6709098815918,***,2007,***,2007,***,2007,***,2007,0.0,2009,1.5,2009,-0.6931471824645996,2009,6.058896541595459,2009,-4.2985358238220215,2009,2.8704161643981934,--,2.8959810733795166,2009
398,Niger,562,NER,2009,105,60.94939041137695,***,2009,***,2009,***,2009,***,2009,0.0,2009,3.0,2009,1.4970983266830444,2009,3.9598522186279297,2009,-4.2985358238220215,2009,2.619168758392334,--,1.6337954998016357,2011
399,Nigeria,566,NGA,2009,144,43.20710754394531,***,2009,***,2009,***,2009,***,2009,5.0,2009,4.0,2009,4.5841803550720215,2009,4.610842227935791,2009,0.9591264724731445,2009,2.468926191329956,--,2.3298709392547607,2012
400,Nicaragua,558,NIC,2009,100,62.169246673583984,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.5,2009,-0.6931471824645996,2009,5.563856601715088,2009,-4.2985358238220215,2009,2.627316474914551,--,2.6364846229553223,2009
401,Netherlands,528,NLD,2009,9,82.7403335571289,***,2008,***,2008,***,2008,***,2008,0.0,2009,1.0,2009,-0.1653357297182083,2009,0.9789892435073853,2009,-4.2985358238220215,2009,1.3350011110305786,2009,-0.07270005345344543,2009
402,Norway,578,NOR,2009,3,84.7081069946289,***,2008,***,2008,***,2008,***,2008,0.0,2009,1.0,2009,-0.6931471824645996,2009,-0.18828830122947693,2009,-4.2985358238220215,2009,1.6292405128479004,2009,-0.5113005042076111,2009
403,Nepal,524,NPL,2009,87,64.1285629272461,***,2009,***,2009,***,2009,***,2009,0.0,2009,4.5,2009,4.198484420776367,2009,5.257927894592285,2009,-4.2985358238220215,2009,2.3354692459106445,--,1.1081749200820923,2009
404,New Zealand,554,NZL,2009,24,78.41897583007812,***,2008,***,2008,***,2008,***,2008,0.0,2009,1.0,2009,-0.6931471824645996,2009,0.8433656096458435,2009,-4.2985358238220215,2009,2.360853910446167,2009,0.4381715655326843,2009
405,Oman,512,OMN,2009,29,77.7291259765625,***,2011,***,2011,***,--,***,--,5.8504592281849455e-09,--,1.0,2009,-0.6931471824645996,2009,3.142901659011841,2009,-4.2985358238220215,2009,3.222867727279663,2009,-0.365230530500412,2008
406,Pakistan,586,PAK,2009,142,44.66861343383789,***,2009,***,2009,***,2009,***,2009,6.0,2009,4.5,2009,6.475119113922119,2009,5.351746559143066,2009,4.008789539337158,2009,2.2586679458618164,--,1.9938273429870605,2009
407,Panama,591,PAN,2009,64,68.35478210449219,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.0,2009,-0.5545177459716797,2009,3.3843681812286377,2009,-4.2985358238220215,2009,2.59525465965271,2009,3.1189513206481934,2009
408,Peru,604,PER,2009,123,57.42204284667969,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.5,2009,1.8066967725753784,2009,5.376341342926025,2009,0.5446733236312866,2009,2.637756586074829,--,2.3283674716949463,2009
409,Philippines,608,PHL,2009,140,48.863059997558594,***,2009,***,2009,***,2009,***,2009,3.0,2009,4.0,2009,4.629721164703369,2009,2.3828423023223877,2009,2.277817487716675,2009,2.261763095855713,2008,1.9359025955200195,2009
410,Poland,616,POL,2009,30,77.51013946533203,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.5,2009,-0.6931471824645996,2009,3.988407850265503,2009,-4.2985358238220215,2009,2.451004981994629,2009,0.2552563548088074,2009
411,Portugal,620,PRT,2009,21,79.03157806396484,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.0,2009,-0.6931471824645996,2009,1.0761332511901855,2009,-4.2985358238220215,2009,2.163322925567627,2009,0.20592032372951508,2009
412,Paraguay,600,PRY,2009,67,67.88265228271484,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.0,2009,-0.6931471824645996,2009,2.5309619903564453,2009,-4.2985358238220215,2009,3.0106208324432373,2009,2.5598955154418945,2009
413,Qatar,634,QAT,2009,34,75.81654357910156,***,2009,***,2009,***,2009,***,2009,2.8710018303707008e-12,--,1.5,2009,-0.41588830947875977,2009,3.75504994392395,2009,-4.2985358238220215,2009,3.1000921726226807,2009,2.086376190185547,2012
414,Romania,642,ROU,2009,57,70.9430923461914,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.5,2009,-0.6931471824645996,2009,5.365828514099121,2009,-4.2985358238220215,2009,2.660259485244751,2009,0.5942569375038147,2009
415,Russia,643,RUS,2009,133,53.26079559326172,***,2009,***,2009,***,2009,***,2009,1.0,2009,4.0,2009,4.520575523376465,2009,6.641926288604736,2009,1.5840072631835938,2009,2.944438934326172,2009,2.4072234630584717,2009
416,Rwanda,646,RWA,2009,77,65.94160461425781,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.5,2009,0.541610062122345,2009,9.463371276855469,2009,-4.2985358238220215,2009,3.0637950897216797,--,1.275463342666626,2009
417,Saudi Arabia,682,SAU,2009,70,67.20447540283203,***,2009,***,2009,***,2009,***,2009,0.0,2009,4.0,2009,0.6802394986152649,2009,3.1395809650421143,2009,-4.2985358238220215,2009,2.931704044342041,--,1.8314100503921509,2012
418,Serbia,688,SCG,2009,50,71.75408935546875,***,2009,***,2009,***,2011,***,2009,0.0,2009,2.0,2009,-0.41588830947875977,2009,10.193239212036133,2009,-4.2985358238220215,2009,2.261763095855713,2009,0.4018256664276123,2009
419,Sudan,729,SDN,2009,141,44.816978454589844,***,2009,***,2009,***,2009,***,2009,5.0,2009,5.0,2009,5.119357109069824,2009,9.252561569213867,2009,2.1887662410736084,2009,2.7291598320007324,--,1.8782767057418823,2012
420,Senegal,686,SEN,2009,102,61.6483268737793,***,2009,***,2009,***,2009,***,2009,0.0,2009,3.0,2009,0.6227030754089355,2009,7.166989803314209,2009,-4.2985358238220215,2009,2.7173197269439697,--,2.0872182846069336,2012
421,Singapore,702,SGP,2009,1,86.76197814941406,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.5,2009,-0.6931471824645996,2009,2.7750771045684814,2009,-4.2985358238220215,2009,1.3609765768051147,2009,-0.9091275334358215,2009
422,Sierra Leone,694,SLE,2009,113,59.53885269165039,***,2008,***,2008,***,2008,***,2008,0.0,2009,2.0,2009,-0.6931471824645996,2009,7.912067413330078,2009,-4.2985358238220215,2009,2.6857635974884033,--,1.0299162864685059,2009
423,El Salvador,222,SLV,2009,114,59.20320129394531,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.5,2009,-0.6931471824645996,2009,6.732027053833008,2009,-4.2985358238220215,2009,3.131136894226074,2009,4.260793685913086,2009
424,Suriname,740,SUR,2009,59,69.86900329589844,***,2012,***,2012,***,2012,***,2012,0.016580646857619286,--,1.5,2009,-0.6931471824645996,2009,4.475074291229248,2009,-4.2985358238220215,2009,2.7942304611206055,--,2.2278926372528076,2012
425,Slovakia,703,SVK,2009,36,75.52445983886719,***,2010,***,2010,***,2010,***,2010,0.0,2009,1.5,2009,-0.6931471824645996,2009,4.127262592315674,2009,-4.2985358238220215,2009,2.1517622470855713,2009,0.4372057020664215,2009
426,Slovenia,705,SVN,2009,12,81.93102264404297,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.0,2009,-0.6931471824645996,2009,2.9507741928100586,2009,-4.2985358238220215,2009,2.1747517585754395,2009,-0.4526657164096832,2009
427,Sweden,752,SWE,2009,11,82.56805419921875,***,2009,***,2009,***,2009,***,2009,0.0,2009,1.0,2009,-0.6931471824645996,2009,0.7145842909812927,2009,-4.2985358238220215,2009,1.2809338569641113,2009,-0.06779775023460388,2009
428,Swaziland,748,SWZ,2009,108,60.378509521484375,***,2011,***,2011,***,2011,***,2011,6.926678963736776e-08,--,3.0,2009,-0.6931471824645996,2009,3.305720567703247,2009,-4.2985358238220215,2009,2.489663600921631,--,2.768381118774414,2009
429,Chad,148,TCD,2009,145,42.15018081665039,***,2009,***,2009,***,2009,***,2009,3.0,2009,4.5,2009,2.6617166996002197,2009,8.47208023071289,2009,3.074190139770508,2009,2.832437515258789,--,2.2421398162841797,2012
430,Togo,768,TGO,2009,117,58.48905563354492,***,2008,***,2008,***,2008,***,2008,0.0,2009,2.5,2009,-0.6931471824645996,2009,7.991178035736084,2009,-4.2985358238220215,2009,2.8401753902435303,--,2.2419605255126953,2012
431,Thailand,764,THA,2009,89,63.776405334472656,***,2009,***,2009,***,2009,***,2009,1.0,2009,3.0,2009,5.284350395202637,2009,2.0206737518310547,2009,0.7293272018432617,2009,2.7278528213500977,2006,1.7204655408859253,2009
432,Tajikistan,762,TJK,2009,55,71.26793670654297,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.0,2009,-0.5545177459716797,2009,4.328002452850342,2009,-4.2985358238220215,2009,2.6829073429107666,--,0.5647478103637695,2009
433,Trinidad and Tobago,780,TTO,2009,101,62.01811981201172,***,2008,***,2008,***,2008,***,2008,0.0,2009,2.5,2009,-0.6931471824645996,2009,5.201777458190918,2009,-4.2985358238220215,2009,2.7911651134490967,2009,3.644414186477661,2009
434,Tunisia,788,TUN,2009,52,71.55290985107422,***,2009,***,2009,***,2010,***,2010,0.0,2009,3.0,2009,-0.026706267148256302,2009,5.377513885498047,2009,-4.2985358238220215,2009,2.648961305618286,--,0.8862367272377014,2009
435,Turkey,792,TUR,2009,130,55.6948127746582,***,2009,***,2009,***,2009,***,2009,2.0,2009,3.5,2009,3.4417855739593506,2009,7.627655506134033,2009,-0.061660852283239365,2009,1.722766637802124,2009,1.6452689170837402,2009
436,Tanzania,834,TZA,2009,115,58.692996978759766,***,2009,***,2009,***,2009,***,2009,0.0,2009,2.0,2009,-0.6931471824645996,2009,3.3041796684265137,2009,-4.2985358238220215,2009,3.1042990684509277,--,2.103391408920288,2012
